name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Songwriter Santuary - room with private entrance,Brooklyn,Bedford-Stuyvesant,40.69374,-73.94764,Private room,60,1,3,0.11,2,0
Huge Sunny room in BedStuy (musician friendly),Brooklyn,Bedford-Stuyvesant,40.69499,-73.94921,Private room,100,1,1,0.05,2,0
"Private room in a spacious, clean, cozy apartment.",Brooklyn,Bushwick,40.70187,-73.92389,Private room,50,1,1,1.0,2,11
"Beautiful, Cozy & Private Bedroom in Bushwick BKLN",Brooklyn,Bushwick,40.7011,-73.92194,Private room,50,1,26,9.4,2,74
Williamsburg Sunny Spacious Bedroom Great Location,Brooklyn,Williamsburg,40.71096,-73.95171,Private room,65,3,7,0.24,1,2
Private room in Bushwick Brooklyn,Brooklyn,Bushwick,40.6982,-73.93034,Private room,60,2,21,2.31,1,57
Magical Brooklyn townhouse room fit for a wizard,Brooklyn,Cypress Hills,40.67988,-73.89201,Private room,85,1,17,1.64,3,67
Magic Brooklyn townhouse room fit for a wizard,Brooklyn,Cypress Hills,40.68074,-73.89157,Private room,85,1,1,0.6,3,0
Peace and quiet in the hustle and bustle,Brooklyn,Cypress Hills,40.67901,-73.89224,Entire home/apt,95,1,22,1.61,3,126
Cozy Private Room in LIC,Queens,Long Island City,40.74975,-73.93688,Private room,55,7,39,0.48,1,46
Central Park Views - Private Room & Bathroom,Manhattan,Upper West Side,40.79712,-73.96117,Private room,125,1,4,0.14,1,0
Brooklyn private big bedroom,Brooklyn,Clinton Hill,40.69369,-73.9629,Private room,50,20,1,0.41,1,72
1 bedroom apt in pvt 2 fam house,Brooklyn,Crown Heights,40.67255,-73.93328,Entire home/apt,150,1,24,0.51,1,299
Cozy apartment in the heart of South Harlem,Manhattan,Harlem,40.80718,-73.94907,Entire home/apt,80,2,3,0.38,1,1
"Big guest room,queen bed,Cozy decoration apartment",Brooklyn,Sheepshead Bay,40.59449,-73.95166,Private room,53,2,9,2.87,1,357
"Clean, Big, Sunny Room in Little Italy/Chinatown!",Manhattan,Chinatown,40.71353,-73.99632,Private room,115,2,18,0.74,1,0
Huge Bdrm in New Wilibrg 3 Bed Loft,Brooklyn,Williamsburg,40.71099,-73.95217,Private room,48,5,1,0.02,1,0
Cozy Manhattan 1 BR,Manhattan,Upper East Side,40.7604,-73.96029,Entire home/apt,100,6,29,0.47,1,128
A private bedroom in the heart of Manhattan,Manhattan,Midtown,40.74983,-73.98646,Private room,70,5,1,0.05,1,0
Charming and Artsy Studio Apartment,Brooklyn,Bedford-Stuyvesant,40.68549,-73.93268,Entire home/apt,100,3,151,3.32,1,105
"Convenient, Greenwich/West Village Apartment",Manhattan,Greenwich Village,40.7338,-73.99498,Entire home/apt,200,5,7,0.18,1,0
Private BR in 2 BR Modern Apartment,Manhattan,Inwood,40.86821,-73.92128,Private room,76,2,70,1.37,1,352
Crown Heights Duplex Apt.,Brooklyn,Prospect-Lefferts Gardens,40.6602,-73.95043,Private room,95,1,1,0.02,1,0
"Comfy, family-friendly BedStuy apt",Brooklyn,Bedford-Stuyvesant,40.68389,-73.93437,Entire home/apt,65,2,4,0.09,1,0
2 Story Loft Style 2 Bedroom 2 Bathroom on Park,Brooklyn,Sunset Park,40.64688,-74.00209,Entire home/apt,150,3,5,0.27,1,3
Your Bed Room in Bed-Stuy,Brooklyn,Bedford-Stuyvesant,40.69552,-73.94835,Private room,45,7,11,0.64,1,0
Sunny King-Sized Manhattan 1BR w/Views Awaits You!,Manhattan,East Harlem,40.81213,-73.93752,Entire home/apt,95,3,16,4.07,1,0
Brooklyn Spacious Studio,Brooklyn,East Flatbush,40.65777,-73.91671,Entire home/apt,100,2,36,1.57,1,56
Lucky Home 像纽约有个温馨的家 安静整洁 Sunshine lovely Comfort,Queens,Flushing,40.75607,-73.82212,Private room,60,1,3,0.28,2,0
Lucky home 温馨如家,Queens,Flushing,40.75432,-73.82273,Private room,60,1,1,0.09,2,0
1 BR in loft / Bushwick,Brooklyn,Bushwick,40.69169,-73.92351,Private room,30,1,8,0.15,1,0
Cozy Large Sunny Artist Retreat 10min to Manhattan,Brooklyn,Williamsburg,40.71799,-73.95826,Entire home/apt,188,5,1,1.0,1,51
Cozy Bronx Apt,Bronx,Tremont,40.84546,-73.89013,Entire home/apt,150,1,43,1.57,1,179
Upper East Side cozy private room,Manhattan,Upper East Side,40.7687,-73.95705,Private room,80,2,11,0.31,1,0
Empire State views LUXURY 3BR/2BA w terrace+Gym,Manhattan,Murray Hill,40.74828,-73.97917,Entire home/apt,799,5,5,0.55,1,340
Modern Sunny 2-Bedroom in Bushwick,Brooklyn,Bushwick,40.69686,-73.93042,Entire home/apt,145,5,171,2.75,2,275
Private Bedroom and Bath in Spacious Duplex,Brooklyn,Bushwick,40.69702,-73.93167,Private room,70,2,67,1.45,2,353
XLarge 1BR apartment in EastVillage,Manhattan,East Village,40.73213,-73.98517,Entire home/apt,249,5,24,0.71,1,17
Huge Loft heart of Upper West Side,Manhattan,Upper West Side,40.78263,-73.97415,Entire home/apt,650,2,30,0.47,1,0
Luxury Studio on (Email hidden by Airbnb),Manhattan,Upper West Side,40.79253,-73.97378,Entire home/apt,104,30,16,0.28,8,101
Entire Luxury Newly Renovated Studio,Manhattan,Upper West Side,40.79203,-73.97299,Entire home/apt,99,30,14,0.24,8,135
Entire Prime Upper West Side Large Studio,Manhattan,Upper West Side,40.78185,-73.97844,Entire home/apt,99,30,13,0.27,8,140
Entire Cozy One Bed #Manhattan #LES,Manhattan,Lower East Side,40.71769,-73.98953,Entire home/apt,99,30,8,0.13,8,170
Charming & Bright Studio @ W 50's,Manhattan,Hell's Kitchen,40.76634,-73.98719,Entire home/apt,99,30,8,0.19,8,139
Smart & Chic Studio Prime Location,Manhattan,Upper West Side,40.79273,-73.97216,Entire home/apt,104,30,5,0.13,8,156
Entire Amazing Chic Studio @ Lower East,Manhattan,Lower East Side,40.72169,-73.98773,Entire home/apt,99,30,21,0.38,8,52
Entire Private Modern Studio UPW Manhattan,Manhattan,Upper West Side,40.79193,-73.97443,Entire home/apt,109,30,20,0.34,8,90
Crown Heights Wellness Gem,Brooklyn,Crown Heights,40.67672,-73.95839,Private room,80,2,11,2.5,1,28
Bright Big Beautiful Apt border Bushwick/Ridgewood,Brooklyn,Bushwick,40.704,-73.91492,Private room,75,2,19,1.47,1,198
Cozy self contained room with twin size bed,Brooklyn,East New York,40.66168,-73.86665,Private room,25,1,29,1.17,4,319
Comfortable room in quite home with queen size bed,Brooklyn,East New York,40.66192,-73.86764,Private room,45,2,37,1.21,4,158
Warm little oasis in Brooklyn with Full size bed,Brooklyn,East New York,40.66197,-73.86794,Private room,30,2,3,0.46,4,158
"Clean, large, private R room with queen sized bed",Brooklyn,East New York,40.66136,-73.8678,Private room,45,2,38,1.24,4,159
Large and charming apartment in the East Village,Manhattan,East Village,40.72766,-73.97715,Entire home/apt,150,1,4,0.53,1,5
✴ COZY Astoria NYC ✴ 1BDR & 1 BATH APT,Queens,Long Island City,40.75575,-73.93037,Entire home/apt,113,2,4,1.85,1,0
Large Room Close to NYC,Queens,Sunnyside,40.74447,-73.92547,Private room,50,1,1,0.02,1,0
Private room blocks away from HBO's The Deuce set!,Manhattan,Washington Heights,40.84067,-73.93602,Private room,36,28,4,0.47,1,284
Columbia University Spacious Clean 1 BR Apartment,Manhattan,Morningside Heights,40.80904,-73.95807,Entire home/apt,180,3,1,0.03,1,0
Huge Modern Apartment Williamsburg,Brooklyn,Williamsburg,40.71964,-73.95538,Entire home/apt,159,28,4,0.1,1,0
Glam Private Bedroom 6 stops to Time Square,Manhattan,Harlem,40.81184,-73.94488,Private room,89,3,49,1.76,1,157
"Entire Flat in Crown Heights, Near Subway",Brooklyn,Crown Heights,40.66958,-73.95081,Entire home/apt,160,5,1,0.04,1,290
1 bedroom spacious and bright apt near SOHO,Manhattan,Chinatown,40.71744,-73.99559,Entire home/apt,189,2,10,1.59,1,35
"Home away from home, come live like a Brooklynite!",Brooklyn,Bushwick,40.69807,-73.9335,Private room,115,1,72,2.98,1,0
Spacious bedroom walking distance from Columbia!,Manhattan,Harlem,40.80098,-73.95424,Private room,85,3,5,1.76,1,0
"1 Bedroom Apt Greenpoint, Brooklyn",Brooklyn,Greenpoint,40.72613,-73.93915,Entire home/apt,75,2,2,0.03,1,0
Apartment in Brooklyn Brownstone & Rooftop Views,Brooklyn,Crown Heights,40.67435,-73.95087,Entire home/apt,140,2,7,0.59,1,7
Charming brick brownstone w/ backyard (ground flr),Brooklyn,Bushwick,40.70269,-73.91426,Entire home/apt,85,3,7,0.2,1,0
Modern Comfort in West Village,Manhattan,West Village,40.73696,-74.00397,Entire home/apt,170,1,12,0.65,1,0
Beautiful room in Center of Williamsburg!,Brooklyn,Williamsburg,40.71896,-73.95423,Private room,118,3,5,0.16,2,0
Beautiful Apartment in Center of Williamsburg,Brooklyn,Williamsburg,40.71786,-73.95588,Entire home/apt,181,4,4,0.09,2,188
Chic 1 BR in East Village,Manhattan,East Village,40.72517,-73.98742,Entire home/apt,195,1,15,0.31,1,0
Magical Oasis in Bushwick! 20 min to City,Brooklyn,Bushwick,40.6971,-73.92046,Entire home/apt,120,2,56,1.11,1,314
"Private Bath, Private Room 2 blocks from NR trains",Brooklyn,Sunset Park,40.65035,-74.00974,Private room,75,2,2,0.32,1,16
61 street and 2 ave apt D Manhattan,Manhattan,Midtown,40.75169,-73.97162,Entire home/apt,140,2,1,0.59,4,354
Manhattan private room 3 Columbia university,Manhattan,Harlem,40.81205,-73.95322,Private room,65,1,4,0.28,4,365
61st and 2nd ave apt C Manhattan clean safe,Manhattan,Midtown,40.75158,-73.97151,Entire home/apt,130,2,2,0.29,4,365
Manhattan private room 2  Columbia university area,Manhattan,Harlem,40.81312,-73.95364,Private room,65,1,11,0.71,4,365
Comfortable studio by the park!,Brooklyn,Prospect-Lefferts Gardens,40.6569,-73.9568,Entire home/apt,70,3,13,0.57,1,0
SPACIOUS BROOKLYN STUDIO NEAR MUSEUM,Brooklyn,Crown Heights,40.67719,-73.95471,Entire home/apt,110,4,15,0.83,1,13
Room for rent in spacious brooklyn appartment,Brooklyn,Bushwick,40.70296,-73.91755,Private room,47,7,2,0.18,1,0
Charming bedroom on the Upper West,Manhattan,Upper West Side,40.80034,-73.96638,Private room,105,1,31,0.46,2,365
Cozy room in Upper West Side,Manhattan,Upper West Side,40.80082,-73.9652,Private room,109,1,104,1.05,2,364
Comfy and cozy room 20 mins away from Manhattan.,Queens,Elmhurst,40.74326,-73.88912,Private room,45,2,16,5.05,1,32
Gorgeous Midtown West LOFT 3BEDS/1.5BATH XL,Manhattan,Hell's Kitchen,40.76557,-73.98399,Entire home/apt,399,6,5,2.59,1,105
CRAZY SPACE & CRAZY SUN IN BUSHWICK,Brooklyn,Bushwick,40.6957,-73.91875,Private room,49,25,61,1.96,1,0
Sunny Spacious Modern Designer Apartment,Brooklyn,Fort Greene,40.69647,-73.97681,Entire home/apt,120,20,3,0.16,1,58
Cozy and bright bedroom with a queen size bed.,Bronx,Bronxdale,40.85324,-73.86506,Private room,40,2,83,2.08,1,276
A sunny healthy big bedroom,Queens,Elmhurst,40.74262,-73.87907,Private room,51,2,100,3.05,1,296
Spacious 1 bedroom in the heart of downtown NYC,Manhattan,East Village,40.72543,-73.99129,Entire home/apt,215,2,18,0.7,1,68
Spacious apt in Brooklyn Brownstone 1 min to Metro,Brooklyn,Prospect-Lefferts Gardens,40.66184,-73.9495,Entire home/apt,185,2,30,4.59,1,281
"Cozy bdrm. Astoria, Queens. 10 min to Manhattan.",Queens,Astoria,40.7578,-73.92368,Private room,40,2,1,0.03,1,0
Upper East Side 1 bedroom near Central park,Manhattan,Upper East Side,40.77481,-73.95641,Entire home/apt,123,3,32,1.22,1,4
Large Bedroom in Two Bedroom Apartment,Manhattan,Lower East Side,40.71369,-73.98828,Private room,81,1,3,0.68,1,0
"Comfortable, cozy apartment in Bed Stuy",Brooklyn,Bedford-Stuyvesant,40.68084,-73.92038,Entire home/apt,130,2,107,3.47,1,81
"Cozy and Simple Studio, UES NYC",Manhattan,Upper East Side,40.77416,-73.95259,Entire home/apt,145,5,54,1.43,1,236
BK Master bedroom with King sized bed,Brooklyn,Park Slope,40.67677,-73.97954,Private room,97,2,54,2.38,1,85
Cozy Room in Bushwick.,Brooklyn,Bushwick,40.68187,-73.90815,Private room,67,30,3,0.16,1,179
Historic Brownstone-newly completed renovation,Brooklyn,Park Slope,40.67192,-73.97444,Entire home/apt,230,3,12,0.59,1,354
"Cheap, furnished private room",Brooklyn,Crown Heights,40.67177,-73.95221,Private room,40,1,1,0.01,1,0
Duplex Suite Sleeps 8,Brooklyn,Sunset Park,40.6655,-73.99501,Entire home/apt,225,3,52,1.12,1,297
Downtown Brooklyn Loft Space Under The Bridge,Brooklyn,Vinegar Hill,40.70079,-73.98512,Entire home/apt,275,1,1,0.13,1,0
Awesome 2bdr in the heart of the East Village,Manhattan,East Village,40.72872,-73.98267,Entire home/apt,295,7,12,0.78,2,128
Spacious apt. near Prospect Park,Brooklyn,Prospect Heights,40.67603,-73.96941,Entire home/apt,135,4,2,0.04,1,0
"Sunny, East Village Apartment!",Manhattan,East Village,40.72399,-73.98869,Entire home/apt,180,2,2,0.04,1,0
[New] Manhattan-Hell's Kitchen Private Studio,Manhattan,Hell's Kitchen,40.76428,-73.98988,Entire home/apt,125,2,22,3.55,1,230
Furnished studio in Union Square,Manhattan,Gramercy,40.73557,-73.98589,Entire home/apt,200,14,1,0.04,1,0
Cozy studio just off Main Street,Queens,Flushing,40.7544,-73.82866,Shared room,20,3,3,0.07,1,0
Cozy and affordable,Brooklyn,Bedford-Stuyvesant,40.69371,-73.94449,Private room,53,4,52,6.5,2,1
Room with GARDEN,Brooklyn,Bedford-Stuyvesant,40.69267,-73.94395,Private room,79,2,2,1.02,2,5
★★★Chic place in center of Manhattan★★★,Manhattan,Hell's Kitchen,40.75493,-73.99458,Entire home/apt,320,1,12,12.0,1,189
Luxury Doorman Bldg Nr Central Park,Manhattan,Upper West Side,40.77137,-73.98943,Entire home/apt,180,5,13,0.15,1,0
Private Room In Gorgeous Apartment July 1st-30th!,Brooklyn,Bedford-Stuyvesant,40.692,-73.93852,Private room,45,1,13,0.26,1,0
Williamsburg 2BR 2BA Hotel Condo,Brooklyn,Williamsburg,40.72079,-73.95641,Entire home/apt,200,120,12,0.17,1,306
Charming house in Coney Island,Brooklyn,Sea Gate,40.57804,-74.01024,Entire home/apt,223,1,1,0.03,3,0
Comfortable and Spacious Bedroom B,Brooklyn,Sea Gate,40.57774,-74.01022,Private room,97,1,2,0.05,3,0
Cozy and spacious loft in Williamsburg/Bushwick,Brooklyn,Williamsburg,40.70923,-73.9448,Entire home/apt,175,2,4,0.62,1,34
Wild Flower Nice quiet space Queen size bed.,Brooklyn,Flatbush,40.64935,-73.96485,Private room,90,2,24,1.48,1,175
Firehouse Loft with Harbor Views,Staten Island,Stapleton,40.63628,-74.07763,Entire home/apt,180,2,139,2.42,1,263
Spacious Garden Apartment with Patio,Brooklyn,Bedford-Stuyvesant,40.68523,-73.92738,Entire home/apt,139,4,61,2.53,1,82
Lovely Bijou!! 5MIN.to MANHATTAN,Queens,Long Island City,40.74493,-73.94679,Private room,75,1,86,2.63,2,337
VICTORIAN SUNFILLED APT DREAM VIEW,Queens,Long Island City,40.74741,-73.94712,Private room,95,1,141,2.77,2,331
Lavish 2 BR minutes from Central Park!,Manhattan,Upper West Side,40.78631,-73.97752,Entire home/apt,199,2,27,1.34,1,335
Large Room in Manhattan,Manhattan,Harlem,40.81488,-73.94221,Private room,85,1,3,0.1,1,0
"Bright & cozy, private UES studio",Manhattan,Upper East Side,40.77519,-73.95688,Entire home/apt,150,9,9,0.13,1,0
Private Room in the Heart of New York,Queens,Long Island City,40.75233,-73.9394,Private room,55,1,23,1.85,1,263
Lux 1600sf 1BR w. Private Terrace,Manhattan,Lower East Side,40.72082,-73.99028,Entire home/apt,300,1,2,0.05,1,0
"Cozy bedroom, one block from Subway",Manhattan,Upper East Side,40.77243,-73.95744,Private room,300,2,10,0.4,1,0
Peaceful and Spacious Brooklyn Gem,Brooklyn,Midwood,40.62467,-73.96406,Entire home/apt,88,2,13,0.37,1,0
New York Private Room with a View,Manhattan,Harlem,40.82765,-73.95012,Private room,80,3,6,1.89,2,70
Blue Studio in Hamilton Heights,Manhattan,Harlem,40.82865,-73.95069,Private room,70,3,1,0.29,2,347
Manhattan view in Bushwick,Brooklyn,Bedford-Stuyvesant,40.69099,-73.92657,Private room,50,1,1,0.04,1,0
Large and nice private room in Park Slope!,Brooklyn,Park Slope,40.66883,-73.98099,Private room,50,3,2,0.15,1,0
Relaxing Room in a Spacious Artist Apartment,Bronx,Morrisania,40.8329,-73.89608,Private room,60,5,4,0.16,1,175
"Privacy, comfort, style in the heart of Park Slope",Brooklyn,Park Slope,40.67192,-73.97733,Entire home/apt,185,3,104,3.28,1,262
"Sunny, spacious, 1-bedroom apartment in UES, NYC",Manhattan,Upper East Side,40.77262,-73.9501,Entire home/apt,220,4,2,0.28,1,0
Brooklyn Garden Retreat,Brooklyn,Crown Heights,40.67055,-73.93233,Entire home/apt,48,3,83,3.62,1,17
THE PERFECT QUIET ATMOSPHERE  WHEN HOME,Bronx,Allerton,40.87063,-73.84896,Private room,70,1,3,0.12,2,0
Brooklyn @ Best ✨ cozy 1br garden,Brooklyn,Bedford-Stuyvesant,40.69079,-73.93344,Shared room,65,1,3,0.09,1,0
Private room in 1Br Apartment,Brooklyn,East Flatbush,40.65367,-73.94872,Private room,45,27,6,0.19,1,94
Spacious one-bedroom apartment in Cobble Hill,Brooklyn,Gowanus,40.68084,-73.98964,Entire home/apt,130,7,11,1.3,1,1
Private Guest Bedroom with beautiful back yard.,Brooklyn,Bedford-Stuyvesant,40.68108,-73.92729,Private room,85,2,33,1.86,1,0
Park Slope Sunny Studio,Brooklyn,Park Slope,40.67407,-73.98111,Entire home/apt,125,4,23,0.67,2,262
Spacious 3 Bedroom Duplex in Park Slope,Brooklyn,Park Slope,40.67542,-73.98142,Entire home/apt,165,30,34,0.51,2,189
"Manhattan Large, room by CUNY& Columbia University",Manhattan,Harlem,40.82837,-73.94854,Private room,86,2,3,0.11,3,342
"Sunny Room, Hamilton Heights Section of Manhattan",Manhattan,Harlem,40.8285,-73.94889,Private room,87,1,2,0.23,3,332
"Large Room, Hamilton Heights Section of Manhattan",Manhattan,Harlem,40.82862,-73.94706,Private room,86,1,8,0.17,3,325
Real New York Home - Times Square,Manhattan,Hell's Kitchen,40.7595,-73.98967,Entire home/apt,360,1,13,0.28,1,188
Brooklyn 2 Bedroom Duplex Apartment,Brooklyn,Crown Heights,40.67386,-73.95271,Entire home/apt,165,30,3,0.09,1,365
Great One-Bed in the West Village,Manhattan,Greenwich Village,40.7302,-74.00165,Entire home/apt,225,2,136,1.83,1,10
Modern Sunny Studio in Lower East Side,Manhattan,East Village,40.72304,-73.98372,Entire home/apt,159,1,5,5.0,1,170
Modern spacious flat in Manhattan,Manhattan,Inwood,40.87279,-73.91991,Entire home/apt,99,5,61,1.06,1,1
"Comfort; Next to ""A"" express subway",Manhattan,Washington Heights,40.85287,-73.93794,Private room,80,2,28,0.4,2,327
Heights,Brooklyn,East Flatbush,40.66184,-73.93436,Private room,89,1,2,0.22,6,365
Heights III,Brooklyn,East Flatbush,40.66314,-73.93299,Private room,89,1,8,0.61,6,365
Heights IV,Brooklyn,East Flatbush,40.6624,-73.9329,Private room,89,1,3,1.73,6,365
Heights V,Brooklyn,East Flatbush,40.66148,-73.93408,Private room,89,1,1,0.59,6,365
Heights II,Brooklyn,East Flatbush,40.66189,-73.93309,Private room,99,1,1,0.59,6,365
"Nice room, close to everything NY has to offer",Queens,Astoria,40.75807,-73.90977,Private room,60,1,66,3.29,1,19
Luxury Apartment walk to Central Park Javits,Manhattan,Hell's Kitchen,40.76942,-73.99163,Private room,120,1,38,4.37,1,16
Stylish Boutique Apt Close to Central Park,Manhattan,Upper West Side,40.77739,-73.98231,Entire home/apt,88,29,71,1.62,1,95
"Cozy, quiet room near Central Park",Manhattan,Upper East Side,40.77993,-73.94879,Private room,89,1,91,1.71,1,166
Quiet spacious sunny studio in Greenpoint Brooklyn,Brooklyn,Greenpoint,40.73542,-73.9562,Entire home/apt,120,20,17,0.65,1,59
Cute Bushwick One-Bedroom with Great Backyard,Brooklyn,Bushwick,40.69402,-73.92378,Entire home/apt,154,2,2,1.4,1,0
Private Terrace in Brooklyn!,Brooklyn,Greenpoint,40.72557,-73.95243,Private room,95,1,7,0.14,1,0
Fantastic sunny apartment and  10 Min to Manhattan,Brooklyn,Williamsburg,40.70809,-73.94913,Entire home/apt,160,1,35,4.79,2,269
Large Private Room. Fits up to 6 people,Brooklyn,Williamsburg,40.70841,-73.95048,Private room,120,1,3,0.47,2,269
Charming Quiet & Bright Studio -LES,Manhattan,Lower East Side,40.71849,-73.98334,Entire home/apt,140,5,2,0.05,1,0
Safe Sunny 1brm near subway,Brooklyn,Crown Heights,40.67935,-73.9633,Entire home/apt,120,30,14,0.22,1,108
"Amazing Greenpoint/WBurg, BRKLN 1BR",Brooklyn,Greenpoint,40.72188,-73.94963,Entire home/apt,128,5,38,0.45,1,20
Beautiful and Quiet Morningside Heights 1BR,Manhattan,Morningside Heights,40.80826,-73.96499,Entire home/apt,105,2,1,0.03,1,0
Private Studio Apartment close to ferry and subway,Brooklyn,Greenpoint,40.73203,-73.95572,Entire home/apt,89,3,69,2.25,1,0
Quaint Brownstone with Garden,Manhattan,East Harlem,40.80985,-73.93919,Entire home/apt,108,4,3,0.07,1,0
Cozy 2 Bedroom in the East Village,Manhattan,East Village,40.72877,-73.98848,Entire home/apt,200,1,13,7.96,1,69
Conveniently located private room in Brooklyn,Brooklyn,Bushwick,40.70113,-73.91385,Private room,50,1,9,0.34,1,0
Charming 1-BR in Gramercy,Manhattan,Gramercy,40.73627,-73.9802,Entire home/apt,159,2,13,0.25,1,10
Sunny bedroom with amazing view in East Village,Manhattan,East Village,40.72868,-73.98635,Private room,90,15,1,0.04,1,0
"Cozy Manhattan Room, 15 minutes to Times Square",Manhattan,Harlem,40.80646,-73.94829,Private room,45,4,19,2.54,2,10
"Massive Manhattan Private Room,15 mins to Times Sq",Manhattan,Harlem,40.80696,-73.94931,Private room,89,6,9,1.42,2,0
Private room near LGA with separate entrance,Queens,East Elmhurst,40.76218,-73.88589,Private room,80,1,86,6.35,1,147
"Clean, Comfy and Central Midtown Haven!",Manhattan,Midtown,40.75393,-73.97316,Entire home/apt,200,2,29,1.58,1,18
Bushwick Artist Haven w Private Yard by JMZ subway,Brooklyn,Bushwick,40.69696,-73.93433,Entire home/apt,100,5,71,1.54,1,238
"PRIME LOCATION, PARK SLOPE -BKLYN: 4BR FAMILY TYPE",Brooklyn,Park Slope,40.66896,-73.97641,Entire home/apt,170,13,4,0.11,1,46
Luxury Brownstone in Boerum Hill,Brooklyn,Boerum Hill,40.68559,-73.98094,Entire home/apt,475,3,23,0.27,1,230
Garden apartment in historic Brooklyn townhouse.,Brooklyn,Bedford-Stuyvesant,40.68982,-73.95818,Entire home/apt,135,3,18,2.19,1,307
Cozy home in south Williamsburg,Brooklyn,Williamsburg,40.7119,-73.96377,Entire home/apt,100,7,6,0.15,1,0
NYC Beach House with Yard.,Queens,Arverne,40.58817,-73.79914,Private room,99,3,1,1.0,1,95
Huge studio on Central Park west top location,Manhattan,Upper West Side,40.7886,-73.96862,Entire home/apt,200,2,19,2.66,3,0
Entire flat west village,Manhattan,Chelsea,40.73818,-73.9977,Entire home/apt,200,2,82,2.02,3,157
Super Cute Studio in Heart of Greenpoint,Brooklyn,Greenpoint,40.72505,-73.94449,Entire home/apt,99,1,114,4.97,1,255
Brooklyn Flavor Atelier,Brooklyn,Williamsburg,40.70521,-73.94258,Entire home/apt,140,2,4,0.08,1,0
Spacious Room in Modern Duplex Loft,Brooklyn,Crown Heights,40.67051,-73.95166,Private room,60,2,48,2.04,1,328
Spacious Deco Apt.- Columbus Circle,Manhattan,Hell's Kitchen,40.76708,-73.98295,Private room,270,6,4,0.45,1,365
George's Miraculous Studio,Manhattan,Kips Bay,40.73967,-73.98171,Entire home/apt,160,10,2,0.24,1,81
COMFORTABLE PRIVATE ROOM in Williamsburg,Brooklyn,Williamsburg,40.71601,-73.9413,Private room,80,1,1,1.0,2,23
Spacious homey clean convenient 15m to Manhattan,Queens,Sunnyside,40.74654,-73.91842,Private room,70,3,91,3.92,2,75
Clean homey renovated convenient 15m to Manhattan,Queens,Sunnyside,40.7463,-73.91388,Private room,60,3,105,4.49,2,90
"Off AVE N Beauty, a place like home! Flatlands, BB",Brooklyn,Flatlands,40.62183,-73.92111,Entire home/apt,89,2,12,1.86,1,132
1BR w/ Large Patio on Ridgewood/Bushwick border.,Queens,Ridgewood,40.69945,-73.90651,Entire home/apt,95,4,44,0.81,1,271
Bedroom Walking Distance to Central Park,Manhattan,East Harlem,40.78689,-73.945,Private room,72,5,21,2.23,2,165
Spice Island Hotspot two,Brooklyn,East Flatbush,40.65236,-73.94965,Private room,38,2,9,1.58,3,357
Spice Island Hotspot,Brooklyn,East Flatbush,40.65046,-73.95067,Private room,38,2,11,1.51,3,365
Spice island  nook,Brooklyn,East Flatbush,40.65051,-73.94969,Private room,35,1,3,0.44,3,69
Brooklyn less than 30 min from manhattan (subway),Brooklyn,Crown Heights,40.67219,-73.92168,Entire home/apt,75,3,72,2.48,1,19
Brand new beautiful apartment in Williamsburg!,Brooklyn,Williamsburg,40.70973,-73.95811,Private room,75,7,2,0.28,1,0
Sunny Spacious 2 Bedroom in Park Slope,Brooklyn,South Slope,40.66489,-73.99128,Entire home/apt,130,6,4,0.22,1,5
Beautiful room+PRIVATE BATHROOM | 20m to Manhattan,Brooklyn,Bushwick,40.69855,-73.93671,Private room,100,11,13,0.6,3,0
Amazing room w/ private bathroom in hip Bushwick!,Brooklyn,Bushwick,40.69945,-73.93667,Private room,70,10,4,0.17,3,44
Cool Room + Private Bathroom | Hip Location!,Brooklyn,Bushwick,40.69876,-73.93687,Private room,75,6,8,0.34,3,53
Awesome Cozy Room in The Heart of Astoria!,Queens,Ditmars Steinway,40.77786,-73.90819,Private room,79,7,36,1.64,1,48
Newly renovated modern Apt in heart of Astoria NY,Queens,Astoria,40.76773,-73.91701,Entire home/apt,175,4,12,0.47,1,42
"Sunny, Clean, 1BR in Washington Heights",Manhattan,Washington Heights,40.85182,-73.92941,Entire home/apt,115,5,13,0.37,1,0
Comfortable Studio Apartment!,Bronx,Fordham,40.86665,-73.8954,Entire home/apt,80,3,26,1.68,1,15
Williamsburg  New Luxury Private Room + Bathroom,Brooklyn,Williamsburg,40.71145,-73.95534,Private room,85,2,7,0.83,1,326
Lavish Private room w/ Private Bath in upper east,Manhattan,Upper East Side,40.77519,-73.95153,Private room,159,1,67,4.29,4,0
Luxury Private room in Upper East Side,Manhattan,Upper East Side,40.77546,-73.94897,Private room,126,1,120,4.28,4,148
Stylish Private BR  in the Upper East Side,Manhattan,Upper East Side,40.77349,-73.94994,Private room,129,1,117,4.2,4,155
Chic Private BR in Upper East!,Manhattan,Upper East Side,40.77571,-73.94803,Private room,119,1,120,4.34,4,147
"Spacious, amenity-filled 1 BDR Williamsburg Apt",Brooklyn,Williamsburg,40.71385,-73.93861,Entire home/apt,160,6,1,0.01,1,0
Upper East Side Apt By The Water,Manhattan,Upper East Side,40.77001,-73.94915,Entire home/apt,150,1,1,1.0,1,130
Tranquil Morningside Apartment,Manhattan,Morningside Heights,40.80405,-73.96375,Private room,67,3,7,0.43,1,0
